,Company Name,State,Rating,Date,Time,Url,pizza_name_yn,name_length,basketball_season_yn,football_season_yn,baseball_season_yn,season,Days_Since,Last_Score,Three_Day_Avg,Ten_Day_Avg,num_yelp_reviews,yelp_rating,yelp_est_price,Zip
403,Sal's Pizzeria,NY,6.7,2018-10-17,6:19,https://onebite.app/restaurant/sals-pizzeria-brooklyn-ny-030cd6b9/review/76c25ead-046d-43ec-9920-400a23a07357,0,14,1,1,1,fall,1.0,7.2,5.066666666666666,5.180000000000001,185.0,4.0,1.0, 11211
405,Pizza House,MI,6.8,2018-10-15,6:00,https://onebite.app/restaurant/pizza-house-ann-arbor-mi-7bba2157/review/eb8b0ded-223a-435c-839b-d641080c08f5,1,11,1,1,1,fall,3.0,1.2,4.3999999999999995,5.039999999999999,425.0,3.5,2.0, 48104
406,Backroom Pizza,MI,1.2,2018-10-12,6:00,https://onebite.app/restaurant/backroom-pizza-ann-arbor-mi-8e1936f2/review/e21780c0-70f2-4906-b414-6af6d23cd6ca,1,14,0,1,1,fall,1.0,7.2,6.166666666666667,5.6499999999999995,42.0,3.5,1.0, 48104
407,Vesta Wood Fired,NJ,7.2,2018-10-11,6:00,https://onebite.app/restaurant/vesta-wood-fired-east-rutherford-nj-61ca3d65/review/6983dcba-c973-46ab-aa36-667b2ff37781,0,16,0,1,1,fall,1.0,4.8,3.766666666666667,5.339999999999999,418.0,4.0,2.0, 07073
408,Frankie Boy's Pizza,NY,4.8,2018-10-10,6:14,https://onebite.app/restaurant/frankie-boys-pizza-new-york-ny-b4333602/review/61e1437d-3cd9-44e1-a450-7975286ee9ec,1,19,0,1,1,fall,1.0,6.5,4.2,5.77,83.0,3.5,1.0, 10018
409,Pazzo's Pizza Pub,KY,6.5,2018-10-09,6:00,https://onebite.app/restaurant/pazzos-pizza-pub-lexington-ky-87bf6b1d/review/3480644d-83e2-409c-a8a9-1be6a10a6135,1,17,0,1,1,fall,1.0,0.0,4.633333333333333,5.53,164.0,3.5,2.0, 40508
410,Goodfellas Pizzeria,KY,0.0,2018-10-08,6:00,https://onebite.app/restaurant/goodfellas-pizzeria-lexington-ky-aeeed2d7/review/e60afb77-090a-4a56-b11f-d953ac29f8c6,0,19,0,1,1,fall,3.0,6.1,6.033333333333332,6.16,269.0,4.0,2.0, 40504
411,PieTana,KY,6.1,2018-10-05,6:00,https://onebite.app/restaurant/pietana-lexington-ky-250836c7/review/ff54de84-aa5a-42c5-a0a2-df09f196452c,0,7,0,1,1,fall,1.0,7.8,5.933333333333334,6.24,75.0,4.5,2.0, 40503
412,Pies & Pints - Lexington,KY,7.8,2018-10-04,6:00,https://onebite.app/restaurant/pies-and-pints-lexington-lexington-ky-fb2e87dc/review/429c81b6-40e7-464c-b98b-49622a8815c5,0,24,0,1,1,fall,1.0,4.2,5.6000000000000005,6.130000000000001,431.0,4.0,2.0, 40507
413,Bravo Pizza,NY,4.2,2018-10-03,6:00,https://onebite.app/restaurant/bravo-pizza-new-york-ny-2ceb7201/review/0749437b-b1b4-47bc-9a28-9c8dc1c07668,1,11,0,1,1,fall,1.0,5.8,6.633333333333333,6.33,186.0,3.5,1.0, 10010
414,800 Degrees Woodfired Kitchen,NY,5.8,2018-10-02,6:00,https://onebite.app/restaurant/800-degrees-woodfired-kitchen-new-york-ny-57cb65bb/review/73803de0-b6d0-4fce-8854-9abd51732ad8,0,29,0,1,1,fall,1.0,6.8,6.066666666666666,5.93,133.0,4.5,2.0, 10016
415,1000 Degrees Neapolitan Pizzeria,MA,6.8,2018-10-01,6:00,https://onebite.app/restaurant/1000-degrees-neapolitan-pizzeria-boston-ma-b173e1ee/review/9057f463-f7f5-480f-94c9-cc7b961677c1,0,32,0,1,1,fall,3.0,7.3,6.833333333333333,6.03,36.0,4.0,1.0, 02108
416,Pie Pie Pizza,NY,7.3,2018-09-28,6:00,https://onebite.app/restaurant/pie-pie-pizza-new-york-ny-9fb7c883/review/13b03ac7-4f07-44fa-95d9-9a09d659bde1,1,13,0,1,1,fall,1.0,4.1,5.766666666666666,6.01,82.0,4.0,1.0, 10025
417,Big Slice of New York Pizza,NY,4.1,2018-09-27,6:13,https://onebite.app/restaurant/big-slice-of-new-york-pizza-new-york-ny-43e52c53/review/a6095781-a7ac-406f-887b-3214e06504cd,1,27,0,1,1,fall,1.0,9.1,6.5,6.32,45.0,3.5,1.0, 10011
418,Sauce Pizzeria,NY,9.1,2018-09-26,6:00,https://onebite.app/restaurant/sauce-pizzeria-new-york-ny-db8dde16/review/221f5fbe-763d-4d5f-b004-db3e9ddc80b9,0,14,0,1,1,fall,1.0,4.1,5.766666666666666,6.180000000000001,191.0,4.5,1.0, 10003
419,A Slice of New York,NY,4.1,2018-09-25,6:00,https://onebite.app/restaurant/a-slice-of-new-york-new-york-ny-55349c5c/review/2dbfeb11-3446-438b-bdd8-bc50aec0bf76,0,19,0,1,1,fall,1.0,6.3,6.633333333333333,6.62,166.0,2.0,2.0, 10036
420,Little Italy Pizza,NY,6.3,2018-09-24,6:08,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-32c48e8a/review/3040b2fc-8192-4e3c-b040-8b866408514e,1,18,0,1,1,fall,3.0,6.9,6.6000000000000005,6.74,111.0,3.5,1.0, 10038
421,Mama's Pizzeria,NY,6.9,2018-09-21,6:00,https://onebite.app/restaurant/mamas-pizzeria-new-york-ny-0a3e63bf/review/5bfbd149-8fbe-4f33-98e6-d207c7966525,0,15,0,1,1,fall,1.0,6.7,4.9,6.470000000000001,92.0,3.0,1.0, 10025
422,Buchetta Brick Oven Pizza,NY,6.7,2018-09-20,6:00,https://onebite.app/restaurant/buchetta-brick-oven-pizza-new-york-ny-edc1f33b/review/e1915763-fb9e-491e-9f3f-c23cb580be59,1,25,0,1,1,summer,1.0,6.2,5.266666666666667,6.540000000000001,210.0,4.0,2.0, 10025
423,Broadway Pizza & Restaurant,NY,6.2,2018-09-19,6:00,https://onebite.app/restaurant/broadway-pizza-and-restaurant-new-york-ny-8bb75a3a/review/a9347d5a-f0a6-45e9-a820-ea4675c7555e,1,27,0,1,1,summer,1.0,1.8,5.566666666666666,6.7299999999999995,62.0,3.0,1.0, 10025
424,Cafe Viva,NY,1.8,2018-09-18,6:00,https://onebite.app/restaurant/cafe-viva-new-york-ny-c1b46d11/review/6cd454f9-5ed6-4d22-b2b9-4ffecc8fa6a4,0,9,0,1,1,summer,1.0,7.8,7.366666666666666,6.659999999999999,243.0,3.5,1.0, 10025
425,The New Park Tavern,NJ,7.8,2018-09-17,6:00,https://onebite.app/restaurant/the-new-park-tavern-east-rutherford-nj-25d128a3/review/86e37a3f-44bf-4d2f-bcca-12bbcb0f6a5a,0,19,0,1,1,summer,3.0,7.1,7.333333333333333,6.200000000000001,177.0,3.5,2.0, 07073
426,Bread & Tulips,NY,7.1,2018-09-14,6:00,https://onebite.app/restaurant/bread-and-tulips-new-york-ny-08487bb9/review/40cd007e-e0d2-4be2-b12f-05dd02382faa,0,14,0,0,1,summer,1.0,7.2,7.8,6.200000000000001,273.0,4.0,2.0, 10016
427,Pizza Pete's,NY,7.2,2018-09-13,6:55,https://onebite.app/restaurant/pizza-petes-new-york-ny-ab6fd790/review/d9db264f-be34-4b76-b31f-a51f10666e10,1,12,0,0,1,summer,1.0,7.7,7.8999999999999995,6.3100000000000005,151.0,3.5,1.0, 10024
428,Sfila Pizza,NY,7.7,2018-09-12,6:09,https://onebite.app/restaurant/sfila-pizza-new-york-ny-48583042/review/71e9c086-575b-4021-b2d6-920fa9d471ef,1,11,0,0,1,summer,1.0,8.5,6.733333333333333,6.28,9.0,3.5,2.0, 10019
430,Kinchley's Tavern,NJ,7.5,2018-09-10,6:00,https://onebite.app/restaurant/kinchleys-tavern-ramsey-nj-5e2299de/review/0d90e4e7-7fbb-427c-a01f-4620283f5d87,0,17,0,0,1,summer,3.0,4.2,6.566666666666667,6.23,662.0,4.0,2.0, 07446
431,Pomodoro Ristorante & Pizzeria,NY,4.2,2018-09-07,6:00,https://onebite.app/restaurant/pomodoro-ristorante-and-pizzeria-new-york-ny-579b7ecf/review/aefdb872-db52-4d49-b90e-d6b01de5cfdb,0,30,0,0,1,summer,1.0,7.4,5.533333333333334,6.42,341.0,3.5,1.0, 10012
432,Alla Pala,NY,7.4,2018-09-06,6:00,https://onebite.app/restaurant/alla-pala-new-york-ny-82edc521/review/e6240095-ab0a-4eda-9e12-c498e4a4043f,0,9,0,0,1,summer,1.0,8.1,4.133333333333333,6.410000000000001,5626.0,4.0,2.0, 10010
433,Jiannetto's Pizza Truck,NY,8.1,2018-09-05,6:00,https://onebite.app/restaurant/jiannettos-pizza-truck-new-york-ny-dfec57b9/review/b85d11fd-0ade-430f-8c0f-c15b0e807637,1,23,0,0,1,summer,4.0,1.1,3.8000000000000003,6.21,23.0,4.0,1.0, 10017
434,Georgio's Gourmet Pizza,IL,1.1,2018-09-01,5:00,https://onebite.app/restaurant/georgios-gourmet-pizza-chicago-il-94258594/review/85ba25c5-70f0-4362-9333-431a9ac5b305,1,23,0,0,1,summer,1.0,3.2,6.2,6.3100000000000005,60.0,2.5,1.0, 60610
435,Rico's Pizza,IN,3.2,2018-08-31,7:00,https://onebite.app/restaurant/ricos-pizza-gary-in-c7172c5b/review/a43523e0-73ae-4a22-a5c4-ab7aa6a25081,1,12,0,0,1,summer,1.0,7.1,7.6000000000000005,6.8,17.0,3.0,1.0, 46406
436,Emporio,NY,7.1,2018-08-30,6:00,https://onebite.app/restaurant/emporio-new-york-ny-6c24f485/review/957d537c-86a3-4600-9723-318e708f8d48,0,7,0,0,1,summer,1.0,8.3,7.7,6.860000000000001,778.0,4.0,2.0, 10012
437,Gato,NY,8.3,2018-08-29,6:00,https://onebite.app/restaurant/gato-new-york-ny-68f61c4d/review/49c5d31d-ae36-40c2-a1ed-1836831def9b,0,4,0,0,1,summer,1.0,7.4,7.633333333333333,6.720000000000001,1151.0,4.0,3.0, 10012
438,Roey's,NY,7.4,2018-08-28,6:00,https://onebite.app/restaurant/roeys-new-york-ny-8ea4b101/review/61e02411-a1e5-4b48-bb19-0afbb19dd6db,0,6,0,0,1,summer,1.0,7.4,7.2,6.62,76.0,4.0,2.0, 10014
439,Mama Mia's Restaurant,NY,7.4,2018-08-27,6:00,https://onebite.app/restaurant/mama-mias-restaurant-saratoga-springs-ny-52263499/review/9173190b-11b6-4e0e-99cd-6d7730696739,0,21,0,0,1,summer,3.0,8.1,7.166666666666667,6.57,121.0,3.5,2.0, 12866
440,Caputo's Pizzeria,NY,8.1,2018-08-24,6:00,https://onebite.app/restaurant/caputos-pizzeria-saratoga-springs-ny-0cdbf718/review/1232860c-026b-416f-87fa-f7aa536b38d9,0,17,0,0,1,summer,1.0,6.1,6.5,6.42,97.0,3.5,1.0, 12866
441,Marino's Pizza,NY,6.1,2018-08-23,6:00,https://onebite.app/restaurant/marinos-pizza-saratoga-springs-ny-83eebf89/review/584f86a7-6f6f-4606-9a14-2b9a5f100261,1,14,0,0,1,summer,1.0,7.3,5.166666666666666,6.55,65.0,4.0,2.0, 12866
442,Gennaro's Pizza Parlor,NY,7.3,2018-08-22,6:00,https://onebite.app/restaurant/gennaros-pizza-parlor-saratoga-springs-ny-0c202b40/review/13b0c151-edbe-48ac-9ae1-fe83648913d7,1,22,0,0,1,summer,1.0,6.1,5.433333333333333,6.639999999999999,134.0,4.0,2.0, 12866
443,Deli On Madison,NY,6.1,2018-08-21,6:00,https://onebite.app/restaurant/deli-on-madison-new-york-ny-0d6f30e3/review/07ddcde9-25cd-414b-b20f-3ac6c5df26e4,0,15,0,0,1,summer,4.0,2.1,5.966666666666666,6.65,48.0,3.0,1.0, 10017
445,Freddie & Pepper's,NY,8.1,2018-08-16,6:02,https://onebite.app/restaurant/freddie-and-peppers-new-york-ny-3a58a72f/review/bafe719e-6b01-444b-b802-edce00cd4340,0,18,0,0,1,summer,1.0,7.7,7.0,6.9799999999999995,469.0,4.0,1.0, 10023
446,3 Giovani,NY,7.7,2018-08-15,6:00,https://onebite.app/restaurant/3-giovani-new-york-ny-c6c22e85/review/4a426b56-b21c-459d-87fc-5a723312e020,0,9,0,0,1,summer,1.0,6.9,6.733333333333334,6.890000000000001,135.0,3.5,2.0, 10012
447,Joe G Pizza & Restaurant,NY,6.9,2018-08-14,6:00,https://onebite.app/restaurant/joe-g-pizza-and-restaurant-new-york-ny-e350cb61/review/2a0cfef6-7c72-4f7f-bcb9-35b6b9e076f1,1,24,0,0,1,summer,1.0,6.4,6.633333333333333,6.87,139.0,4.0,2.0, 10019
448,Bella Napoli,NY,6.4,2018-08-13,6:00,https://onebite.app/restaurant/bella-napoli-new-york-ny-cf4a4871/review/cbb85b0b-e611-48a0-9b6b-d0e558b0bf1b,0,12,0,0,1,summer,4.0,6.9,6.966666666666666,6.92,242.0,3.5,2.0, 10001
449,Village Pizza,NY,6.9,2018-08-09,5:55,https://onebite.app/restaurant/village-pizza-new-york-ny-bb7c3fd3/review/e1926c46-c941-4b55-b88a-165f9d763551,1,13,0,0,1,summer,1.0,6.6,7.3999999999999995,6.609999999999999,133.0,4.0,1.0, 10014
450,Not Ray's Pizza,NY,6.6,2018-08-08,12:0,https://onebite.app/restaurant/not-rays-pizza-brooklyn-ny-de36d8b5/review/de31fbf4-d51d-43dc-8452-11a043b2ada5,1,15,0,0,1,summer,1.0,7.4,7.266666666666667,6.56,206.0,4.0,1.0, 11217
451,Pequod's Pizzeria,IL,7.4,2018-08-07,12:0,https://onebite.app/restaurant/pequods-pizzeria-chicago-il-900387e3/review/7cafb1af-e799-40a1-b49c-a28aa1e931e0,0,17,0,0,1,summer,1.0,8.2,7.599999999999999,6.4799999999999995,6201.0,4.0,2.0, 60614
452,Lou Malnati's Pizzeria,IL,8.2,2018-08-06,6:00,https://onebite.app/restaurant/lou-malnatis-pizzeria-chicago-il-874c10b4/review/b0ba4c3b-9e34-4439-94f9-d7b57287baac,0,22,0,0,1,summer,3.0,6.2,6.566666666666667,6.34,1531.0,4.0,2.0, 60610
453,Gino's East - Magnificent Mile,IL,6.2,2018-08-03,6:04,https://onebite.app/restaurant/ginos-east-magnificent-mile-chicago-il-ec25474e/review/7f21541e-a77c-4b12-a559-2b1759c475f5,0,30,0,0,1,summer,1.0,8.4,6.766666666666667,6.459999999999999,2321.0,3.5,2.0, 60611
454,Giordano's,IL,8.4,2018-08-02,6:00,https://onebite.app/restaurant/giordanos-chicago-il-f9648f5b/review/8e96692c-1af9-4a47-817e-92e44b82ef42,0,10,0,0,1,summer,1.0,5.1,6.199999999999999,6.24,2684.0,3.5,2.0, 60611
455,Naples 45 Ristorante E Pizzeria,NY,5.1,2018-08-01,6:06,https://onebite.app/restaurant/naples-45-ristorante-e-pizzeria-new-york-ny-c66dd407/review/305cfa6b-b791-4fea-a420-bd33e06cf784,0,31,0,0,1,summer,0.0,6.8,6.8,6.319999999999999,372.0,3.5,2.0, 10166
456,La Trattoria,NY,6.8,2018-08-01,12:0,https://onebite.app/restaurant/la-trattoria-new-york-ny-84b0686e/review/259cc49f-2cd3-4924-861b-22dd9f5cc7ec,0,12,0,0,1,summer,1.0,6.7,5.800000000000001,6.26,63.0,2.5,1.0, 10017
458,Rocco's Pizzeria,MA,6.9,2018-07-27,4:00,https://onebite.app/restaurant/roccos-pizzeria-vineyard-haven-ma-2b61217c/review/94e319ef-4142-468f-85f4-5024bec06c69,0,16,0,0,1,summer,1.0,3.8,5.5,6.3500000000000005,40.0,4.0,1.0, 02568
459,Slice Of Edgartown,MA,3.8,2018-07-26,12:0,https://onebite.app/restaurant/slice-of-edgartown-edgartown-ma-91e5ae6f/review/6105524f-309d-43e4-9e7c-b6dcf7ee0c0f,0,18,0,0,1,summer,1.0,6.1,6.5,6.62,16.0,2.5,1.0, 02539
460,Isola,MA,6.1,2018-07-25,6:00,https://onebite.app/restaurant/isola-edgartown-ma-0eec535f/review/ff0dfa85-63ba-43a7-aa15-84e75c25fea2,0,5,0,0,1,summer,1.0,6.6,6.933333333333333,6.62,104.0,4.0,2.0, 02539
461,Chilmark General Store,MA,6.6,2018-07-24,6:00,https://onebite.app/restaurant/chilmark-general-store-chilmark-ma-b8b2bbef/review/13f39e91-e36f-4882-9afe-959dd533d4eb,0,22,0,0,1,summer,1.0,6.8,6.8,6.67,52.0,4.0,2.0, 02535
462,Giordano's Restaurant,MA,6.8,2018-07-23,6:00,https://onebite.app/restaurant/giordanos-restaurant-oak-bluffs-ma-e3cf02db/review/25f0b67b-6c2a-49db-8014-94de0170a096,0,21,0,0,1,summer,4.0,7.4,6.5,6.720000000000001,161.0,3.5,2.0, 02557
463,Fusaro's,MA,7.4,2018-07-19,6:00,https://onebite.app/restaurant/fusaros-nantucket-ma-c14825cd/review/267772da-f31e-4dee-aac9-d138ab14e440,0,8,0,0,1,summer,1.0,6.2,6.1000000000000005,6.720000000000001,68.0,3.0,2.0, 02554
464,Baldie's Pizza & Subs,MA,6.2,2018-07-18,12:4,https://onebite.app/restaurant/baldies-pizza-and-subs-lakeville-ma-0805ff69/review/1f4670e0-84a2-47b0-865e-334b007f4382,1,21,0,0,1,summer,0.0,5.9,6.466666666666668,6.779999999999999,61.0,3.5,2.0, 02347
465,Muse Pizza,MA,5.9,2018-07-18,12:0,https://onebite.app/restaurant/muse-pizza-nantucket-ma-bc5085e3/review/4c3e15f3-d9e8-4e04-983f-58768a69887e,1,10,0,0,1,summer,5.0,6.2,6.8999999999999995,6.969999999999999,14.0,2.5,1.0, 02554
466,Moto Pizza,MA,6.2,2018-07-13,12:0,https://onebite.app/restaurant/moto-pizza-sandwich-ma-6a8f0e88/review/c8c4a076-8cc1-4b27-8c5f-0216509981b9,1,10,0,0,1,summer,2.0,7.3,7.0,6.969999999999999,95.0,4.5,2.0, 02563
467,Joey's Pizzeria,MA,7.3,2018-07-11,5:53,https://onebite.app/restaurant/joeys-pizzeria-dennis-port-ma-69b2d019/review/bf70d8b8-9138-43a5-b8de-8e4d8b06a54b,0,15,0,0,1,summer,2.0,7.2,6.599999999999999,6.959999999999999,62.0,3.5,2.0, 02639
468,Sophie T's Pizza,MA,7.2,2018-07-09,3:33,https://onebite.app/restaurant/sophie-ts-pizza-nantucket-ma-3d0c9956/review/0cee5306-23d0-48f7-b673-2fb45e733360,1,16,0,0,1,summer,0.0,6.5,6.566666666666666,6.87,25.0,3.5,2.0, 02554
469,Oath Pizza - East 67th Street,NY,6.5,2018-07-09,1:47,https://onebite.app/restaurant/oath-pizza-east-67th-street-new-york-ny-d710f46c/review/3b20dd4c-dba7-4bbf-8268-2c5706966881,1,29,0,0,1,summer,11.0,6.1,6.833333333333333,6.959999999999999,145.0,4.0,2.0, 10065
470,PQR,NY,6.1,2018-06-28,3:43,https://onebite.app/restaurant/pqr-new-york-ny-5412b55e/review/bab68b5a-2800-4b7a-a603-d4d117815451,0,3,0,0,1,summer,0.0,7.1,7.266666666666666,7.12,188.0,4.0,1.0, 10028
471,Vinnie's Pizzeria,NY,7.1,2018-06-28,3:37,https://onebite.app/restaurant/vinnies-pizzeria-new-york-ny-26e19029/review/86ce7c71-bc5e-4084-9150-8f3021a3fcff,0,17,0,0,1,summer,1.0,7.3,7.166666666666667,7.05,131.0,3.5,1.0, 10028
472,Marinara Pizza,NY,7.3,2018-06-27,5:25,https://onebite.app/restaurant/marinara-pizza-new-york-ny-c4ff1cfe/review/05ddfbb6-8a8a-40f6-8d68-42fcc09d12b2,1,14,0,0,1,summer,0.0,7.4,7.333333333333333,6.9399999999999995,97.0,3.5,1.0, 10022
473,The Woodstock,NY,7.4,2018-06-27,4:19,https://onebite.app/restaurant/the-woodstock-new-york-ny-589ca4d2/review/f475ce28-ec8e-4791-8ea1-708a28dbc018,0,13,0,0,1,summer,1.0,6.8,6.933333333333334,6.92,87.0,3.5,2.0, 10014
474,SIMÒ PIZZA,NY,6.8,2018-06-26,11:5,https://onebite.app/restaurant/simo-pizza-new-york-ny-7f1119d5/review/c97f003f-8fd1-442e-a71a-5975544bc240,1,10,0,0,1,summer,6.0,7.8,7.066666666666666,6.9300000000000015,137.0,4.5,1.0, 10014
475,Bocce USQ,NY,7.8,2018-06-20,4:42,https://onebite.app/restaurant/bocce-usq-new-york-ny-feecb877/review/f096783a-ad92-49fe-a6ff-16a4488e8480,0,9,0,0,1,spring,1.0,6.2,6.566666666666666,6.860000000000001,88.0,4.0,2.0, 10003
476,Black Square Pizza,NY,6.2,2018-06-19,3:10,https://onebite.app/restaurant/black-square-pizza-new-york-ny-a615f6cd/review/c81d6e01-5b52-4648-a0e7-fffa51b9e585,1,18,0,0,1,spring,0.0,7.2,6.966666666666666,6.960000000000001,3616.0,4.5,1.0, 10011
477,Café Crust,NY,7.2,2018-06-19,11:3,https://onebite.app/restaurant/cafe-crust-southampton-ny-4b5949dd/review/f5252d0a-05d2-463d-b032-e6c8139cece5,0,10,0,0,1,spring,0.0,6.3,7.133333333333333,6.24,125.0,3.5,2.0, 11968
478,Francesca's,NY,6.3,2018-06-19,11:3,https://onebite.app/restaurant/francescas-hampton-bays-ny-c84819bf/review/6c6814ac-b332-4afb-8dc5-b7f9be655012,0,11,0,0,1,spring,0.0,7.4,7.166666666666667,6.409999999999999,120.0,3.5,2.0, 11946
479,Prova Pizzabar,NY,7.4,2018-06-19,11:2,https://onebite.app/restaurant/prova-pizzabar-new-york-ny-64df2ff8/review/a651f9d6-d2cf-4b89-b124-e604f25fb30f,1,14,0,0,1,spring,6.0,7.7,6.766666666666667,5.91,104.0,3.0,1.0, 10017
480,Pepe Giallo,NY,7.7,2018-06-13,3:36,https://onebite.app/restaurant/pepe-giallo-new-york-ny-fad8a9b2/review/609fefbe-0c45-4549-a9ba-6ad26fbac4d4,0,11,1,0,1,spring,0.0,6.4,6.6000000000000005,5.82,653.0,4.0,2.0, 10011
481,Don Antonio,NY,6.4,2018-06-13,10:2,https://onebite.app/restaurant/don-antonio-new-york-ny-e6e2bdd6/review/ee62a686-c0aa-476a-8cf2-ec5fb0ab6595,0,11,1,0,1,spring,1.0,6.2,6.766666666666667,5.959999999999999,1429.0,4.0,2.0, 10019
482,Ceci Italian Cuisine,NY,6.2,2018-06-12,11:4,https://onebite.app/restaurant/ceci-italian-cuisine-new-york-ny-da0a1ad7/review/144b804f-b32c-4ae6-8b72-6c69cdaafab8,0,20,1,0,1,spring,1.0,7.2,7.066666666666667,6.02,290.0,3.5,2.0, 10036
483,Corner Slice,NY,7.2,2018-06-11,3:14,https://onebite.app/restaurant/corner-slice-new-york-ny-f06bf4af/review/40d65a60-94d5-4d7c-b599-21bad44b0a84,0,12,1,0,1,spring,4.0,6.9,7.066666666666666,6.049999999999999,108.0,4.0,1.0, 10036
484,Mani In Pasta,NY,6.9,2018-06-07,2:34,https://onebite.app/restaurant/mani-in-pasta-new-york-ny-9091c6b9/review/dc378596-b927-4d8e-80f3-9f382cff1c43,0,13,1,0,1,spring,0.0,7.1,4.766666666666667,6.029999999999999,93.0,4.0,1.0, 10016
485,Il Corallo Trattoria,NY,7.1,2018-06-07,1:14,https://onebite.app/restaurant/il-corallo-trattoria-new-york-ny-17ac3b1a/review/32f710d1-648c-41fe-a0c1-ead12801fd51,0,20,1,0,1,spring,2.0,7.2,5.066666666666666,5.9799999999999995,952.0,4.0,2.0, 10012
486,Zero Otto Nove,NY,7.2,2018-06-05,10:3,https://onebite.app/restaurant/zero-otto-nove-new-york-ny-2d92d6fa/review/d35c0078-90fb-403a-b49d-0735a3717d24,0,14,1,0,1,spring,4.0,0.0,3.466666666666667,6.03,475.0,4.0,2.0, 10010
487,BD PIZZA,NY,0.0,2018-06-01,11:3,https://onebite.app/restaurant/bd-pizza-new-york-ny-706c38cf/review/aa23e56c-0fe9-42ef-84f5-5d49a2649b52,1,8,1,0,1,spring,1.0,8.0,5.733333333333333,6.74,20.0,2.0,1.0, 10002
488,La Margarita Pizzeria,NY,8.0,2018-05-31,1:18,https://onebite.app/restaurant/la-margarita-pizzeria-new-york-ny-5050c801/review/054af09f-1b3b-43d2-81b5-6f6eb2dc7790,0,21,1,0,1,spring,1.0,2.4,5.666666666666667,6.610000000000001,288.0,4.5,1.0, 10002
489,Stanton Street Pizza,NY,2.4,2018-05-30,9:00,https://onebite.app/restaurant/stanton-street-pizza-new-york-ny-b6ee2283/review/bbdd1097-73dc-4500-91dd-213e8dc166b4,1,20,1,0,1,spring,1.0,6.8,7.133333333333333,7.090000000000001,189.0,4.0,1.0, 10002
490,Melani Pizzeria,NY,6.8,2018-05-29,9:00,https://onebite.app/restaurant/melani-pizzeria-new-york-ny-5b155e5e/review/4d029ed2-0e76-480b-ab58-a6ceefac1253,0,15,1,0,1,spring,6.0,7.8,7.366666666666667,7.200000000000001,681.0,4.0,2.0, 10002
491,Frank's Trattoria,NY,7.8,2018-05-23,7:16,https://onebite.app/restaurant/franks-trattoria-new-york-ny-8ef8ab5b/review/edf30e86-92bb-437f-a42f-d5022aa95c03,0,17,1,0,1,spring,1.0,6.8,7.0,7.130000000000001,136.0,3.5,2.0, 10010
492,Little Vincent's Pizza,NY,6.8,2018-05-22,6:11,https://onebite.app/restaurant/little-vincents-pizza-huntington-ny-88d7b2f3/review/57b49f18-2b95-40a9-ae29-92d4a6b30660,1,22,1,0,1,spring,4.0,7.5,6.933333333333333,7.290000000000001,362.0,4.0,1.0, 11743
493,Louie's Pizza,MA,7.5,2018-05-18,5:00,https://onebite.app/restaurant/louies-pizza-woburn-ma-ad69b55c/review/1f35ca71-8f64-4504-95b9-79b79af2629e,1,13,1,0,1,spring,2.0,6.7,7.0,7.32,149.0,4.5,2.0, 01801
494,Rinas Pizzeria & Cafe,MA,6.7,2018-05-16,7:11,https://onebite.app/restaurant/rinas-pizzeria-and-cafe-boston-ma-2aafb668/review/2a1f5979-dabd-45cb-8fcb-e3a8e5b13fe1,0,21,1,0,1,spring,1.0,6.6,7.133333333333333,7.33,183.0,4.5,1.0, 02113
495,Galleria Umberto,MA,6.6,2018-05-15,10:0,https://onebite.app/restaurant/galleria-umberto-boston-ma-3bdbeb0c/review/05d3f0ca-36b9-4f09-8649-6ae67d0470b1,0,16,1,0,1,spring,1.0,7.7,7.166666666666667,7.460000000000001,632.0,4.5,1.0, 02113
496,Ducali Pizzeria & Bar,MA,7.7,2018-05-14,4:00,https://onebite.app/restaurant/ducali-pizzeria-and-bar-boston-ma-5d2f3ea7/review/23aef715-d442-4af2-8769-a1fd02f576a7,0,21,1,0,1,spring,3.0,7.1,7.0,7.109999999999999,279.0,3.5,2.0, 02114
497,Lions & Tigers & Squares Detroit Pizza,NY,7.1,2018-05-11,6:00,https://onebite.app/restaurant/lions-and-tigers-and-squares-detroit-pizza-new-york-ny-b9792eef/review/de0ecaf7-ffc7-4a5e-9abd-8babddf02ec7,1,38,1,0,1,spring,1.0,6.7,7.266666666666667,7.08,436.0,4.0,1.0, 10011
498,Famous Amadeus Pizza,NY,6.7,2018-05-10,6:00,https://onebite.app/restaurant/famous-amadeus-pizza-new-york-ny-5255f079/review/0640b38e-4c54-450c-ac10-d011a5c59cb9,1,20,1,0,1,spring,2.0,7.2,7.400000000000001,7.15,222.0,3.0,1.0, 10001
499,Follia NYC,NY,7.2,2018-05-08,6:00,https://onebite.app/restaurant/follia-nyc-new-york-ny-3a5335d6/review/ebc3fb65-3cc9-4763-ba3d-5ce94b82dafa,0,10,1,0,1,spring,1.0,7.9,7.8,7.07,177.0,4.0,2.0, 10003
500,L'industrie Pizzeria,NY,7.9,2018-05-07,8:00,https://onebite.app/restaurant/lindustrie-pizzeria-brooklyn-ny-d1523480/review/3bfe2f14-1199-4d94-89f6-a0674459bf26,0,20,1,0,1,spring,5.0,7.1,7.766666666666667,6.82,529.0,4.5,1.0, 11211
